,FIPS,State,County,Lyme_Burgdorferi_Present,Lyme_Mayonii_Present
2443,47027,TN  ,Clay County                                                                                         ,0,0
2444,47029,TN  ,Cocke County                                                                                        ,0,0
2445,47031,TN  ,Coffee County                                                                                       ,0,0
2446,47033,TN  ,Crockett County                                                                                     ,0,0
2447,47035,TN  ,Cumberland County                                 ,0,0
2448,47037,TN  ,Davidson County                                   ,1,0
2449,47039,TN  ,Decatur County                                                                                      ,0,0
2450,47041,TN  ,DeKalb County                                                                                       ,0,0
2451,47043,TN  ,Dickson County                                                                                      ,0,0
2452,47045,TN  ,Dyer County                                                                                         ,0,0
2453,47047,TN  ,Fayette County                                                                                      ,0,0
2454,47049,TN  ,Fentress County                                                                                     ,0,0
2455,47051,TN  ,Franklin County                                                                                     ,0,0
2456,47053,TN  ,Gibson County                                                                                       ,0,0
2457,47055,TN  ,Giles County                                                                                        ,0,0
2458,47057,TN  ,Grainger County                                                                                     ,0,0
2459,47059,TN  ,Greene County                                                                                       ,0,0
2460,47061,TN  ,Grundy County                                                                                       ,0,0
2461,47063,TN  ,Hamblen County                                                                                      ,0,0
2462,47065,TN,Hamilton County,1,0
2463,47067,TN  ,Hancock County                                                                                      ,0,0
2464,47069,TN  ,Hardeman County                                   ,0,0
2465,47071,TN  ,Hardin County                                                                                       ,0,0
2466,47073,TN  ,Hawkins County                                                                                      ,0,0
2467,47075,TN  ,Haywood County                                    ,0,0
2468,47077,TN  ,Henderson County                                  ,0,0
2469,47079,TN  ,Henry County                                      ,0,0
2470,47081,TN  ,Hickman County                                                                                      ,0,0
2471,47083,TN  ,Houston County                                                                                      ,0,0
2472,47085,TN  ,Humphreys County                                                                                    ,0,0
2473,47087,TN  ,Jackson County                                                                                      ,0,0
2474,47089,TN  ,Jefferson County                                                                                    ,0,0
2475,47091,TN  ,Johnson County                                                                                      ,0,0
2476,47093,TN  ,Knox County                                       ,0,0
2477,47095,TN  ,Lake County                                                                                         ,0,0
2478,47097,TN  ,Lauderdale County                                                                                   ,0,0
2479,47099,TN  ,Lawrence County                                                                                     ,0,0
2480,47101,TN  ,Lewis County                                                                                        ,0,0
2481,47103,TN  ,Lincoln County                                                                                      ,0,0
2482,47105,TN  ,Loudon County                                     ,0,0
2483,47107,TN  ,McMinn County                                                                                       ,0,0
2484,47109,TN  ,McNairy County                                                                                      ,0,0
2485,47111,TN  ,Macon County                                                                                        ,0,0
2486,47113,TN  ,Madison County                                    ,0,0
2487,47115,TN  ,Marion County                                                                                       ,0,0
2488,47117,TN  ,Marshall County                                                                                     ,0,0
2489,47119,TN  ,Maury County                                                                                        ,0,0
2490,47121,TN  ,Meigs County                                                                                        ,0,0
2491,47123,TN  ,Monroe County                                                                                       ,0,0
2492,47125,TN  ,Montgomery County                                 ,0,0
2493,47127,TN  ,Moore County                                                                                        ,0,0
2494,47129,TN  ,Morgan County                                     ,0,0
2495,47131,TN  ,Obion County                                      ,0,0
2496,47133,TN  ,Overton County                                                                                      ,0,0
2497,47135,TN  ,Perry County                                                                                        ,0,0
2498,47137,TN  ,Pickett County                                                                                      ,0,0
2499,47139,TN  ,Polk County                                                                                         ,0,0
2500,47141,TN  ,Putnam County                                                                                       ,0,0
2501,47143,TN  ,Rhea County                                                                                         ,0,0
2502,47145,TN  ,Roane County                                                                                        ,0,0
2503,47147,TN  ,Robertson County                                  ,0,0
2504,47149,TN  ,Rutherford County                                                                                   ,0,0
2505,47151,TN  ,Scott County                                      ,1,0
2506,47153,TN  ,Sequatchie County                                                                                   ,0,0
2507,47155,TN  ,Sevier County                                                                                       ,0,0
2508,47157,TN  ,Shelby County                                                                                       ,0,0
2509,47159,TN  ,Smith County                                                                                        ,0,0
2510,47161,TN  ,Stewart County                                                                                      ,0,0
2511,47163,TN  ,Sullivan County                                                                                     ,0,0
2512,47165,TN  ,Sumner County                                                                                       ,0,0
2513,47167,TN  ,Tipton County                                                                                       ,0,0
2514,47169,TN  ,Trousdale County                                                                                    ,0,0
2515,47171,TN  ,Unicoi County                                     ,0,0
2516,47173,TN,Union County,1,0
2517,47175,TN  ,Van Buren County                                                                                    ,0,0
2518,47177,TN  ,Warren County                                                                                       ,0,0
2519,47179,TN  ,Washington County                                 ,0,0
2520,47181,TN  ,Wayne County                                                                                        ,0,0
2521,47183,TN  ,Weakley County                                                                                      ,0,0
2522,47185,TN  ,White County                                                                                        ,0,0
2523,47187,TN  ,Williamson County                                 ,0,0
2524,47189,TN  ,Wilson County                                     ,0,0
2525,48001,TX  ,Anderson County                                                                                     ,0,0
2526,48003,TX  ,Andrews County                                                                                      ,0,0
2527,48005,TX  ,Angelina County                                                                                     ,0,0
2528,48007,TX  ,Aransas County                                                                                      ,0,0
2529,48009,TX  ,Archer County                                                                                       ,0,0
2530,48011,TX  ,Armstrong County                                                                                    ,0,0
2531,48013,TX  ,Atascosa County                                                                                     ,0,0
2532,48015,TX  ,Austin County                                                                                       ,0,0
2533,48017,TX  ,Bailey County                                                                                       ,0,0
2534,48019,TX  ,Bandera County                                                                                      ,0,0
2535,48021,TX  ,Bastrop County                                                                                      ,0,0
2536,48023,TX  ,Baylor County                                                                                       ,0,0
2537,48025,TX  ,Bee County                                                                                          ,0,0
2538,48027,TX  ,Bell County                                                                                         ,0,0
2539,48029,TX  ,Bexar County                                                                                        ,0,0
2540,48031,TX  ,Blanco County                                                                                       ,0,0
2541,48033,TX  ,Borden County                                                                                       ,0,0
2542,48035,TX  ,Bosque County                                                                                       ,0,0
2543,48037,TX  ,Bowie County                                                                                        ,0,0
2544,48039,TX  ,Brazoria County                                                                                     ,0,0
2545,48041,TX  ,Brazos County                                                                                       ,0,0
2546,48043,TX  ,Brewster County                                                                                     ,0,0
2547,48045,TX  ,Briscoe County                                                                                      ,0,0
2548,48047,TX  ,Brooks County                                                                                       ,0,0
2549,48049,TX  ,Brown County                                                                                        ,0,0
2550,48051,TX  ,Burleson County                                                                                     ,0,0
2551,48053,TX  ,Burnet County                                                                                       ,0,0
2552,48055,TX  ,Caldwell County                                                                                     ,0,0
2553,48057,TX  ,Calhoun County                                                                                      ,0,0
2554,48059,TX  ,Callahan County                                                                                     ,0,0
2555,48061,TX  ,Cameron County                                                                                      ,0,0
2556,48063,TX  ,Camp County                                                                                         ,0,0
2557,48065,TX  ,Carson County                                                                                       ,0,0
2558,48067,TX  ,Cass County                                                                                         ,0,0
2559,48069,TX  ,Castro County                                                                                       ,0,0
2560,48071,TX  ,Chambers County                                                                                     ,0,0
2561,48073,TX  ,Cherokee County                                                                                     ,0,0
2562,48075,TX  ,Childress County                                                                                    ,0,0
2563,48077,TX  ,Clay County                                                                                         ,0,0
2564,48079,TX  ,Cochran County                                                                                      ,0,0
2565,48081,TX  ,Coke County                                                                                         ,0,0
2566,48083,TX  ,Coleman County                                                                                      ,0,0
2567,48085,TX  ,Collin County                                                                                       ,0,0
2568,48087,TX  ,Collingsworth County                                                                                ,0,0
2569,48089,TX  ,Colorado County                                                                                     ,0,0
2570,48091,TX  ,Comal County                                                                                        ,0,0
2571,48093,TX  ,Comanche County                                                                                     ,0,0
2572,48095,TX  ,Concho County                                                                                       ,0,0
2573,48097,TX  ,Cooke County                                                                                        ,0,0
2574,48099,TX  ,Coryell County                                                                                      ,0,0
2575,48101,TX  ,Cottle County                                                                                       ,0,0
2576,48103,TX  ,Crane County                                                                                        ,0,0
2577,48105,TX  ,Crockett County                                                                                     ,0,0
2578,48107,TX  ,Crosby County                                                                                       ,0,0
2579,48109,TX  ,Culberson County                                                                                    ,0,0
2580,48111,TX  ,Dallam County                                                                                       ,0,0
2581,48113,TX  ,Dallas County                                                                                       ,0,0
2582,48115,TX  ,Dawson County                                                                                       ,0,0
2583,48117,TX  ,Deaf Smith County                                                                                   ,0,0
2584,48119,TX  ,Delta County                                                                                        ,0,0
2585,48121,TX  ,Denton County                                                                                       ,0,0
2586,48123,TX  ,DeWitt County                                                                                       ,0,0
2587,48125,TX  ,Dickens County                                                                                      ,0,0
2588,48127,TX  ,Dimmit County                                                                                       ,0,0
2589,48129,TX  ,Donley County                                                                                       ,0,0
2590,48131,TX  ,Duval County                                                                                        ,0,0
2591,48133,TX  ,Eastland County                                                                                     ,0,0
2592,48135,TX  ,Ector County                                                                                        ,0,0
2593,48137,TX  ,Edwards County                                                                                      ,0,0
2594,48139,TX  ,Ellis County                                                                                        ,0,0
2595,48141,TX  ,El Paso County                                                                                      ,0,0
2596,48143,TX  ,Erath County                                                                                        ,0,0
2597,48145,TX  ,Falls County                                                                                        ,0,0
2598,48147,TX  ,Fannin County                                                                                       ,0,0
2599,48149,TX  ,Fayette County                                                                                      ,0,0
2600,48151,TX  ,Fisher County                                                                                       ,0,0
2601,48153,TX  ,Floyd County                                                                                        ,0,0
2602,48155,TX  ,Foard County                                                                                        ,0,0
2603,48157,TX  ,Fort Bend County                                                                                    ,0,0
2604,48159,TX  ,Franklin County                                                                                     ,0,0
2605,48161,TX  ,Freestone County                                                                                    ,0,0
2606,48163,TX  ,Frio County                                                                                         ,0,0
2607,48165,TX  ,Gaines County                                                                                       ,0,0
2608,48167,TX  ,Galveston County                                                                                    ,0,0
2609,48169,TX  ,Garza County                                                                                        ,0,0
2610,48171,TX  ,Gillespie County                                                                                    ,0,0
2611,48173,TX  ,Glasscock County                                                                                    ,0,0
2612,48175,TX  ,Goliad County                                                                                       ,0,0
2613,48177,TX  ,Gonzales County                                                                                     ,0,0
2614,48179,TX  ,Gray County                                                                                         ,0,0
2615,48181,TX  ,Grayson County                                                                                      ,0,0
2616,48183,TX  ,Gregg County                                                                                        ,0,0
2617,48185,TX  ,Grimes County                                                                                       ,0,0
2618,48187,TX  ,Guadalupe County                                                                                    ,0,0
2619,48189,TX  ,Hale County                                                                                         ,0,0
2620,48191,TX  ,Hall County                                                                                         ,0,0
2621,48193,TX  ,Hamilton County                                                                                     ,0,0
2622,48195,TX  ,Hansford County                                                                                     ,0,0
2623,48197,TX  ,Hardeman County                                                                                     ,0,0
2624,48199,TX  ,Hardin County                                                                                       ,0,0
2625,48201,TX  ,Harris County                                                                                       ,0,0
2626,48203,TX  ,Harrison County                                                                                     ,0,0
2627,48205,TX  ,Hartley County                                                                                      ,0,0
2628,48207,TX  ,Haskell County                                                                                      ,0,0
2629,48209,TX  ,Hays County                                                                                         ,0,0
2630,48211,TX  ,Hemphill County                                                                                     ,0,0
2631,48213,TX  ,Henderson County                                                                                    ,0,0
2632,48215,TX  ,Hidalgo County                                                                                      ,0,0
2633,48217,TX  ,Hill County                                                                                         ,0,0
2634,48219,TX  ,Hockley County                                                                                      ,0,0
2635,48221,TX  ,Hood County                                                                                         ,0,0
2636,48223,TX  ,Hopkins County                                                                                      ,0,0
2637,48225,TX  ,Houston County                                                                                      ,0,0
2638,48227,TX  ,Howard County                                                                                       ,0,0
2639,48229,TX  ,Hudspeth County                                                                                     ,0,0
2640,48231,TX  ,Hunt County                                                                                         ,0,0
2641,48233,TX  ,Hutchinson County                                                                                   ,0,0
2642,48235,TX  ,Irion County                                                                                        ,0,0
2643,48237,TX  ,Jack County                                                                                         ,0,0
2644,48239,TX  ,Jackson County                                                                                      ,0,0
2645,48241,TX  ,Jasper County                                                                                       ,0,0
2646,48243,TX  ,Jeff Davis County                                                                                   ,0,0
2647,48245,TX  ,Jefferson County                                                                                    ,0,0
2648,48247,TX  ,Jim Hogg County                                                                                     ,0,0
2649,48249,TX  ,Jim Wells County                                                                                    ,0,0
2650,48251,TX  ,Johnson County                                                                                      ,0,0
2651,48253,TX  ,Jones County                                                                                        ,0,0
2652,48255,TX  ,Karnes County                                                                                       ,0,0
2653,48257,TX  ,Kaufman County                                                                                      ,0,0
2654,48259,TX  ,Kendall County                                                                                      ,0,0
2655,48261,TX  ,Kenedy County                                                                                       ,0,0
2656,48263,TX  ,Kent County                                                                                         ,0,0
2657,48265,TX  ,Kerr County                                                                                         ,0,0
2658,48267,TX  ,Kimble County                                                                                       ,0,0
2659,48269,TX  ,King County                                                                                         ,0,0
2660,48271,TX  ,Kinney County                                                                                       ,0,0
2661,48273,TX  ,Kleberg County                                                                                      ,0,0
2662,48275,TX  ,Knox County                                                                                         ,0,0
2663,48277,TX  ,Lamar County                                                                                        ,0,0
2664,48279,TX  ,Lamb County                                                                                         ,0,0
2665,48281,TX  ,Lampasas County                                                                                     ,0,0
2666,48283,TX  ,La Salle County                                                                                     ,0,0
2667,48285,TX  ,Lavaca County                                                                                       ,0,0
2668,48287,TX  ,Lee County                                                                                          ,0,0
2669,48289,TX  ,Leon County                                                                                         ,0,0
2670,48291,TX  ,Liberty County                                                                                      ,0,0
2671,48293,TX  ,Limestone County                                                                                    ,0,0
2672,48295,TX  ,Lipscomb County                                                                                     ,0,0
2673,48297,TX  ,Live Oak County                                                                                     ,0,0
2674,48299,TX  ,Llano County                                                                                        ,0,0
2675,48301,TX  ,Loving County                                                                                       ,0,0
2676,48303,TX  ,Lubbock County                                                                                      ,0,0
2677,48305,TX  ,Lynn County                                                                                         ,0,0
2678,48307,TX  ,McCulloch County                                                                                    ,0,0
2679,48309,TX  ,McLennan County                                                                                     ,0,0
2680,48311,TX  ,McMullen County                                                                                     ,0,0
2681,48313,TX  ,Madison County                                                                                      ,0,0
2682,48315,TX  ,Marion County                                                                                       ,0,0
2683,48317,TX  ,Martin County                                                                                       ,0,0
2684,48319,TX  ,Mason County                                                                                        ,0,0
2685,48321,TX  ,Matagorda County                                                                                    ,0,0
2686,48323,TX  ,Maverick County                                                                                     ,0,0
2687,48325,TX  ,Medina County                                                                                       ,0,0
2688,48327,TX  ,Menard County                                                                                       ,0,0
2689,48329,TX  ,Midland County                                                                                      ,0,0
2690,48331,TX  ,Milam County                                                                                        ,0,0
2691,48333,TX  ,Mills County                                                                                        ,0,0
2692,48335,TX  ,Mitchell County                                                                                     ,0,0
2693,48337,TX  ,Montague County                                                                                     ,0,0
2694,48339,TX  ,Montgomery County                                                                                   ,0,0
2695,48341,TX  ,Moore County                                                                                        ,0,0
2696,48343,TX  ,Morris County                                                                                       ,0,0
2697,48345,TX  ,Motley County                                                                                       ,0,0
2698,48347,TX  ,Nacogdoches County                                                                                  ,0,0
2699,48349,TX  ,Navarro County                                                                                      ,0,0
2700,48351,TX  ,Newton County                                                                                       ,0,0
2701,48353,TX  ,Nolan County                                                                                        ,0,0
2702,48355,TX  ,Nueces County                                                                                       ,0,0
2703,48357,TX  ,Ochiltree County                                                                                    ,0,0
2704,48359,TX  ,Oldham County                                                                                       ,0,0
2705,48361,TX  ,Orange County                                                                                       ,0,0
2706,48363,TX  ,Palo Pinto County                                                                                   ,0,0
2707,48365,TX  ,Panola County                                                                                       ,0,0
2708,48367,TX  ,Parker County                                                                                       ,0,0
2709,48369,TX  ,Parmer County                                                                                       ,0,0
2710,48371,TX  ,Pecos County                                                                                        ,0,0
2711,48373,TX  ,Polk County                                                                                         ,0,0
2712,48375,TX  ,Potter County                                                                                       ,0,0
2713,48377,TX  ,Presidio County                                                                                     ,0,0
2714,48379,TX  ,Rains County                                                                                        ,0,0
2715,48381,TX  ,Randall County                                                                                      ,0,0
2716,48383,TX  ,Reagan County                                                                                       ,0,0
2717,48385,TX  ,Real County                                                                                         ,0,0
2718,48387,TX  ,Red River County                                                                                    ,0,0
2719,48389,TX  ,Reeves County                                                                                       ,0,0
2720,48391,TX  ,Refugio County                                                                                      ,0,0
2721,48393,TX  ,Roberts County                                                                                      ,0,0
2722,48395,TX  ,Robertson County                                                                                    ,0,0
2723,48397,TX  ,Rockwall County                                                                                     ,0,0
2724,48399,TX  ,Runnels County                                                                                      ,0,0
2725,48401,TX  ,Rusk County                                                                                         ,0,0
2726,48403,TX  ,Sabine County                                                                                       ,0,0
2727,48405,TX  ,San Augustine County                                                                                ,0,0
2728,48407,TX  ,San Jacinto County                                                                                  ,0,0
2729,48409,TX  ,San Patricio County                                                                                 ,0,0
2730,48411,TX  ,San Saba County                                                                                     ,0,0
2731,48413,TX  ,Schleicher County                                                                                   ,0,0
2732,48415,TX  ,Scurry County                                                                                       ,0,0
2733,48417,TX  ,Shackelford County                                                                                  ,0,0
2734,48419,TX  ,Shelby County                                                                                       ,0,0
2735,48421,TX  ,Sherman County                                                                                      ,0,0
2736,48423,TX  ,Smith County                                                                                        ,0,0
2737,48425,TX  ,Somervell County                                                                                    ,0,0
2738,48427,TX  ,Starr County                                                                                        ,0,0
2739,48429,TX  ,Stephens County                                                                                     ,0,0
2740,48431,TX  ,Sterling County                                                                                     ,0,0
2741,48433,TX  ,Stonewall County                                                                                    ,0,0
2742,48435,TX  ,Sutton County                                                                                       ,0,0
2743,48437,TX  ,Swisher County                                                                                      ,0,0
2744,48439,TX  ,Tarrant County                                                                                      ,0,0
2745,48441,TX  ,Taylor County                                                                                       ,0,0
2746,48443,TX  ,Terrell County                                                                                      ,0,0
2747,48445,TX  ,Terry County                                                                                        ,0,0
2748,48447,TX  ,Throckmorton County                                                                                 ,0,0
2749,48449,TX  ,Titus County                                                                                        ,0,0
2750,48451,TX  ,Tom Green County                                                                                    ,0,0
2751,48453,TX  ,Travis County                                                                                       ,0,0
2752,48455,TX  ,Trinity County                                                                                      ,0,0
2753,48457,TX  ,Tyler County                                                                                        ,0,0
2754,48459,TX  ,Upshur County                                                                                       ,0,0
2755,48461,TX  ,Upton County                                                                                        ,0,0
2756,48463,TX  ,Uvalde County                                                                                       ,0,0
2757,48465,TX  ,Val Verde County                                                                                    ,0,0
2758,48467,TX  ,Van Zandt County                                                                                    ,0,0
2759,48469,TX  ,Victoria County                                                                                     ,0,0
2760,48471,TX  ,Walker County                                                                                       ,0,0
2761,48473,TX  ,Waller County                                                                                       ,0,0
2762,48475,TX  ,Ward County                                                                                         ,0,0
2763,48477,TX  ,Washington County                                                                                   ,0,0
2764,48479,TX  ,Webb County                                                                                         ,0,0
2765,48481,TX  ,Wharton County                                                                                      ,0,0
2766,48483,TX  ,Wheeler County                                                                                      ,0,0
2767,48485,TX  ,Wichita County                                                                                      ,0,0
2768,48487,TX  ,Wilbarger County                                                                                    ,0,0
2769,48489,TX  ,Willacy County                                                                                      ,0,0
2770,48491,TX  ,Williamson County                                                                                   ,0,0
2771,48493,TX  ,Wilson County                                                                                       ,0,0
2772,48495,TX  ,Winkler County                                                                                      ,0,0
2773,48497,TX  ,Wise County                                                                                         ,0,0
2774,48499,TX  ,Wood County                                                                                         ,0,0
2775,48501,TX  ,Yoakum County                                                                                       ,0,0
2776,48503,TX  ,Young County                                                                                        ,0,0
2777,48505,TX  ,Zapata County                                                                                       ,0,0
2778,48507,TX  ,Zavala County                                                                                       ,0,0
2779,49001,UT  ,Beaver County                                                                                       ,0,0
2780,49003,UT  ,Box Elder County                                                                                    ,0,0
2781,49005,UT  ,Cache County                                                                                        ,0,0
2782,49007,UT  ,Carbon County                                                                                       ,0,0
2783,49009,UT  ,Daggett County                                                                                      ,0,0
2784,49011,UT  ,Davis County                                                                                        ,0,0
2785,49013,UT  ,Duchesne County                                                                                     ,0,0
2786,49015,UT  ,Emery County                                                                                        ,0,0
2787,49017,UT  ,Garfield County                                                                                     ,0,0
2788,49019,UT  ,Grand County                                                                                        ,0,0
2789,49021,UT  ,Iron County                                                                                         ,0,0
2790,49023,UT  ,Juab County                                                                                         ,0,0
2791,49025,UT  ,Kane County                                                                                         ,0,0
2792,49027,UT  ,Millard County                                                                                      ,0,0
2793,49029,UT  ,Morgan County                                                                                       ,0,0
2794,49031,UT  ,Piute County                                                                                        ,0,0
2795,49033,UT  ,Rich County                                                                                         ,0,0
2796,49035,UT  ,Salt Lake County                                                                                    ,0,0
2797,49037,UT  ,San Juan County                                                                                     ,0,0
2798,49039,UT  ,Sanpete County                                                                                      ,0,0
2799,49041,UT  ,Sevier County                                                                                       ,0,0
2800,49043,UT  ,Summit County                                                                                       ,0,0
2801,49045,UT  ,Tooele County                                                                                       ,0,0
2802,49047,UT  ,Uintah County                                                                                       ,0,0
2803,49049,UT  ,Utah County                                                                                         ,0,0
2804,49051,UT  ,Wasatch County                                                                                      ,0,0
2805,49053,UT  ,Washington County                                                                                   ,0,0
2806,49055,UT  ,Wayne County                                                                                        ,0,0
2807,49057,UT  ,Weber County                                                                                        ,0,0
2808,50001,VT  ,Addison County                                    ,1,0
2809,50003,VT  ,Bennington County                                 ,1,0
2810,50005,VT  ,Caledonia County                                  ,1,0
2811,50007,VT  ,Chittenden County                                 ,1,0
2812,50009,VT  ,Essex County                                                                                        ,0,0
2813,50011,VT  ,Franklin County                                   ,1,0
2814,50013,VT  ,Grand Isle County                                                                                   ,0,0
2815,50015,VT  ,Lamoille County                                   ,1,0
2816,50017,VT  ,Orange County                                     ,1,0
2817,50019,VT  ,Orleans County                                    ,1,0
2818,50021,VT  ,Rutland County                                    ,1,0
2819,50023,VT  ,Washington County                                 ,1,0
2820,50025,VT  ,Windham County                                    ,1,0
2821,50027,VT  ,Windsor County                                    ,1,0
2822,51001,VA  ,Accomack County                                                                                     ,0,0
2823,51003,VA  ,Albemarle County                                  ,1,0
2824,51005,VA  ,Alleghany County                                                                                    ,0,0
2825,51007,VA  ,Amelia County                                                                                       ,0,0
2826,51009,VA  ,Amherst County                                                                                      ,0,0
2827,51011,VA  ,Appomattox County                                                                                   ,0,0
2828,51013,VA  ,Arlington County                                                                                    ,0,0
2829,51015,VA  ,Augusta County                                                                                      ,0,0
